Source;Target;Label;Weight;Description
71;51;PEdge7151;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;52;PEdge7152;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;53;PEdge7153;2;BETA-LACTAM,TETRACYCLINE
71;54;PEdge7154;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;55;PEdge7155;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;56;PEdge7156;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;57;PEdge7157;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;58;PEdge7158;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;59;PEdge7159;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;60;PEdge7160;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;61;PEdge7161;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;62;PEdge7162;2;BETA-LACTAM,TETRACYCLINE
71;63;PEdge7163;2;BETA-LACTAM,TETRACYCLINE
71;64;PEdge7164;2;FOSFOMYCIN,TETRACYCLINE
71;65;PEdge7165;2;BETA-LACTAM,TETRACYCLINE
71;66;PEdge7166;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;67;PEdge7167;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;68;PEdge7168;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;69;PEdge7169;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;70;PEdge7170;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;1;PEdge721;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;2;PEdge722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;3;PEdge723;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;4;PEdge724;9;BETA-LACTAM,BLEOMYCIN,FOSFOMYCIN,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,SPECTINOMYCIN,TETRACYCLINE
72;5;PEdge725;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;6;PEdge726;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;7;PEdge727;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;8;PEdge728;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;9;PEdge729;2;BETA-LACTAM,TETRACYCLINE
72;10;PEdge7210;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;11;PEdge7211;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;12;PEdge7212;2;FOSFOMYCIN,TETRACYCLINE
72;13;PEdge7213;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;14;PEdge7214;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;15;PEdge7215;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;16;PEdge7216;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;17;PEdge7217;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;18;PEdge7218;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;19;PEdge7219;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;20;PEdge7220;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;21;PEdge7221;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;22;PEdge7222;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;23;PEdge7223;4;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,TETRACYCLINE
72;24;PEdge7224;4;BETA-LACTAM,FOSFOMYCIN,QUINOLONE,TETRACYCLINE
72;25;PEdge7225;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;26;PEdge7226;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
72;27;PEdge7227;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;28;PEdge7228;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
72;29;PEdge7229;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;30;PEdge7230;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;31;PEdge7231;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;32;PEdge7232;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;33;PEdge7233;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;34;PEdge7234;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;35;PEdge7235;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;36;PEdge7236;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;37;PEdge7237;6;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,QUINOLONE,SPECTINOMYCIN,TETRACYCLINE
72;38;PEdge7238;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;39;PEdge7239;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;40;PEdge7240;4;BETA-LACTAM,MACROLIDE,SPECTINOMYCIN,TETRACYCLINE
72;41;PEdge7241;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;42;PEdge7242;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;43;PEdge7243;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;44;PEdge7244;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;45;PEdge7245;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;46;PEdge7246;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
72;47;PEdge7247;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;48;PEdge7248;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;49;PEdge7249;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;50;PEdge7250;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;51;PEdge7251;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;52;PEdge7252;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;53;PEdge7253;6;BETA-LACTAM,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;54;PEdge7254;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;55;PEdge7255;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;56;PEdge7256;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;57;PEdge7257;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;58;PEdge7258;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;59;PEdge7259;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;60;PEdge7260;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;61;PEdge7261;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;62;PEdge7262;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;63;PEdge7263;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;64;PEdge7264;2;FOSFOMYCIN,TETRACYCLINE
72;65;PEdge7265;7;BETA-LACTAM,BLEOMYCIN,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;66;PEdge7266;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;67;PEdge7267;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;68;PEdge7268;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;69;PEdge7269;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;70;PEdge7270;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;71;PEdge7271;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;1;PEdge731;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;2;PEdge732;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;3;PEdge733;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;4;PEdge734;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;5;PEdge735;2;BETA-LACTAM,TETRACYCLINE
73;6;PEdge736;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;7;PEdge737;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;8;PEdge738;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;9;PEdge739;2;BETA-LACTAM,TETRACYCLINE
73;10;PEdge7310;2;BETA-LACTAM,TETRACYCLINE
73;11;PEdge7311;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;12;PEdge7312;2;FOSFOMYCIN,TETRACYCLINE
73;13;PEdge7313;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;14;PEdge7314;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;15;PEdge7315;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;16;PEdge7316;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;17;PEdge7317;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;18;PEdge7318;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;19;PEdge7319;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;20;PEdge7320;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;21;PEdge7321;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;22;PEdge7322;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;23;PEdge7323;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;24;PEdge7324;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;25;PEdge7325;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;26;PEdge7326;2;BETA-LACTAM,TETRACYCLINE
73;27;PEdge7327;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;28;PEdge7328;2;BETA-LACTAM,TETRACYCLINE
73;29;PEdge7329;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;30;PEdge7330;2;BETA-LACTAM,TETRACYCLINE
73;31;PEdge7331;2;BETA-LACTAM,TETRACYCLINE
73;32;PEdge7332;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;33;PEdge7333;2;BETA-LACTAM,TETRACYCLINE
73;34;PEdge7334;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;35;PEdge7335;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;36;PEdge7336;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;37;PEdge7337;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;38;PEdge7338;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;39;PEdge7339;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;40;PEdge7340;2;BETA-LACTAM,TETRACYCLINE
73;41;PEdge7341;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;42;PEdge7342;2;BETA-LACTAM,TETRACYCLINE
73;43;PEdge7343;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;44;PEdge7344;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;45;PEdge7345;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;46;PEdge7346;2;BETA-LACTAM,TETRACYCLINE
73;47;PEdge7347;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;48;PEdge7348;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;49;PEdge7349;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;50;PEdge7350;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;51;PEdge7351;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;52;PEdge7352;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;53;PEdge7353;2;BETA-LACTAM,TETRACYCLINE
73;54;PEdge7354;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;55;PEdge7355;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;56;PEdge7356;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;57;PEdge7357;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;58;PEdge7358;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;59;PEdge7359;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;60;PEdge7360;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;61;PEdge7361;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;62;PEdge7362;2;BETA-LACTAM,TETRACYCLINE
73;63;PEdge7363;2;BETA-LACTAM,TETRACYCLINE
73;64;PEdge7364;2;FOSFOMYCIN,TETRACYCLINE
73;65;PEdge7365;2;BETA-LACTAM,TETRACYCLINE
73;66;PEdge7366;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;67;PEdge7367;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;68;PEdge7368;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;69;PEdge7369;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;70;PEdge7370;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;71;PEdge7371;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;72;PEdge7372;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;1;PEdge741;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;2;PEdge742;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;3;PEdge743;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;4;PEdge744;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;5;PEdge745;2;BETA-LACTAM,TETRACYCLINE
74;6;PEdge746;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;7;PEdge747;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;8;PEdge748;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;9;PEdge749;2;BETA-LACTAM,TETRACYCLINE
74;10;PEdge7410;2;BETA-LACTAM,TETRACYCLINE
74;11;PEdge7411;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;12;PEdge7412;2;FOSFOMYCIN,TETRACYCLINE
74;13;PEdge7413;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;14;PEdge7414;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;15;PEdge7415;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;16;PEdge7416;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;17;PEdge7417;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;18;PEdge7418;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;19;PEdge7419;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;20;PEdge7420;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;21;PEdge7421;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;22;PEdge7422;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;23;PEdge7423;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;24;PEdge7424;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;25;PEdge7425;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;26;PEdge7426;2;BETA-LACTAM,TETRACYCLINE
74;27;PEdge7427;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;28;PEdge7428;2;BETA-LACTAM,TETRACYCLINE
74;29;PEdge7429;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;30;PEdge7430;2;BETA-LACTAM,TETRACYCLINE
74;31;PEdge7431;2;BETA-LACTAM,TETRACYCLINE
74;32;PEdge7432;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;33;PEdge7433;2;BETA-LACTAM,TETRACYCLINE
74;34;PEdge7434;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;35;PEdge7435;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;36;PEdge7436;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;37;PEdge7437;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;38;PEdge7438;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;39;PEdge7439;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;40;PEdge7440;2;BETA-LACTAM,TETRACYCLINE
74;41;PEdge7441;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;42;PEdge7442;2;BETA-LACTAM,TETRACYCLINE
74;43;PEdge7443;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;44;PEdge7444;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;45;PEdge7445;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;46;PEdge7446;2;BETA-LACTAM,TETRACYCLINE
74;47;PEdge7447;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;48;PEdge7448;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;49;PEdge7449;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;50;PEdge7450;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;51;PEdge7451;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;52;PEdge7452;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;53;PEdge7453;2;BETA-LACTAM,TETRACYCLINE
74;54;PEdge7454;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;55;PEdge7455;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;56;PEdge7456;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;57;PEdge7457;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;58;PEdge7458;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;59;PEdge7459;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;60;PEdge7460;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;61;PEdge7461;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;62;PEdge7462;2;BETA-LACTAM,TETRACYCLINE
74;63;PEdge7463;2;BETA-LACTAM,TETRACYCLINE
74;64;PEdge7464;2;FOSFOMYCIN,TETRACYCLINE
74;65;PEdge7465;2;BETA-LACTAM,TETRACYCLINE
74;66;PEdge7466;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;67;PEdge7467;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;68;PEdge7468;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;69;PEdge7469;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;70;PEdge7470;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;71;PEdge7471;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;72;PEdge7472;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;73;PEdge7473;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;1;PEdge751;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;2;PEdge752;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;3;PEdge753;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;4;PEdge754;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;5;PEdge755;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;6;PEdge756;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;7;PEdge757;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;8;PEdge758;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;9;PEdge759;2;BETA-LACTAM,TETRACYCLINE
75;10;PEdge7510;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;11;PEdge7511;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;12;PEdge7512;2;FOSFOMYCIN,TETRACYCLINE
75;13;PEdge7513;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;14;PEdge7514;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;15;PEdge7515;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;16;PEdge7516;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;17;PEdge7517;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;18;PEdge7518;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;19;PEdge7519;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;20;PEdge7520;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;21;PEdge7521;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;22;PEdge7522;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;23;PEdge7523;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;24;PEdge7524;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;25;PEdge7525;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;26;PEdge7526;2;BETA-LACTAM,TETRACYCLINE
75;27;PEdge7527;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;28;PEdge7528;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;29;PEdge7529;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;30;PEdge7530;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;31;PEdge7531;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;32;PEdge7532;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;33;PEdge7533;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;34;PEdge7534;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;35;PEdge7535;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;36;PEdge7536;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;37;PEdge7537;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;38;PEdge7538;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;39;PEdge7539;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;40;PEdge7540;2;BETA-LACTAM,TETRACYCLINE
75;41;PEdge7541;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;42;PEdge7542;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;43;PEdge7543;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;44;PEdge7544;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;45;PEdge7545;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;46;PEdge7546;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;47;PEdge7547;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;48;PEdge7548;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;49;PEdge7549;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;50;PEdge7550;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;51;PEdge7551;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;52;PEdge7552;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;53;PEdge7553;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;54;PEdge7554;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;55;PEdge7555;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;56;PEdge7556;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;57;PEdge7557;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;58;PEdge7558;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;59;PEdge7559;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;60;PEdge7560;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;61;PEdge7561;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;62;PEdge7562;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;63;PEdge7563;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;64;PEdge7564;2;FOSFOMYCIN,TETRACYCLINE
75;65;PEdge7565;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
75;66;PEdge7566;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;67;PEdge7567;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;68;PEdge7568;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;69;PEdge7569;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;70;PEdge7570;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;71;PEdge7571;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;72;PEdge7572;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
75;73;PEdge7573;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
75;74;PEdge7574;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;1;PEdge761;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;2;PEdge762;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;3;PEdge763;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;4;PEdge764;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;5;PEdge765;2;BETA-LACTAM,TETRACYCLINE
76;6;PEdge766;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;7;PEdge767;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;8;PEdge768;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;9;PEdge769;2;BETA-LACTAM,TETRACYCLINE
76;10;PEdge7610;2;BETA-LACTAM,TETRACYCLINE
76;11;PEdge7611;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
76;12;PEdge7612;2;FOSFOMYCIN,TETRACYCLINE
76;13;PEdge7613;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
