Source;Target;Label;Weight;title
69;57;PEdge6957;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;58;PEdge6958;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;59;PEdge6959;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;60;PEdge6960;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;61;PEdge6961;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;62;PEdge6962;0.4842;BETA-LACTAM,TETRACYCLINE
69;63;PEdge6963;0.56408;BETA-LACTAM,TETRACYCLINE
69;64;PEdge6964;0.38139;FOSFOMYCIN,TETRACYCLINE
69;65;PEdge6965;0.49747;BETA-LACTAM,TETRACYCLINE
69;66;PEdge6966;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;67;PEdge6967;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
69;68;PEdge6968;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;1;PEdge701;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;2;PEdge702;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;3;PEdge703;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;4;PEdge704;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;5;PEdge705;0.56408;BETA-LACTAM,TETRACYCLINE
70;6;PEdge706;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;7;PEdge707;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;8;PEdge708;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;9;PEdge709;0.94388;BETA-LACTAM,TETRACYCLINE
70;10;PEdge7010;0.4842;BETA-LACTAM,TETRACYCLINE
70;11;PEdge7011;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;12;PEdge7012;0.36364;FOSFOMYCIN,TETRACYCLINE
70;13;PEdge7013;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;14;PEdge7014;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;15;PEdge7015;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;16;PEdge7016;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;17;PEdge7017;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;18;PEdge7018;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;19;PEdge7019;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;20;PEdge7020;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;21;PEdge7021;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;22;PEdge7022;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;23;PEdge7023;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;24;PEdge7024;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;25;PEdge7025;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;26;PEdge7026;0.87039;BETA-LACTAM,TETRACYCLINE
70;27;PEdge7027;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;28;PEdge7028;0.75378;BETA-LACTAM,TETRACYCLINE
70;29;PEdge7029;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;30;PEdge7030;0.56408;BETA-LACTAM,TETRACYCLINE
70;31;PEdge7031;0.58537;BETA-LACTAM,TETRACYCLINE
70;32;PEdge7032;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;33;PEdge7033;0.58537;BETA-LACTAM,TETRACYCLINE
70;34;PEdge7034;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;35;PEdge7035;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;36;PEdge7036;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;37;PEdge7037;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;38;PEdge7038;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;39;PEdge7039;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;40;PEdge7040;0.79772;BETA-LACTAM,TETRACYCLINE
70;41;PEdge7041;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;42;PEdge7042;0.56854;BETA-LACTAM,TETRACYCLINE
70;43;PEdge7043;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;44;PEdge7044;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;45;PEdge7045;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;46;PEdge7046;0.75378;BETA-LACTAM,TETRACYCLINE
70;47;PEdge7047;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;48;PEdge7048;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;49;PEdge7049;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;50;PEdge7050;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;51;PEdge7051;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;52;PEdge7052;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;53;PEdge7053;0.49747;BETA-LACTAM,TETRACYCLINE
70;54;PEdge7054;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;55;PEdge7055;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;56;PEdge7056;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;57;PEdge7057;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;58;PEdge7058;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;59;PEdge7059;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;60;PEdge7060;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;61;PEdge7061;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;62;PEdge7062;0.4842;BETA-LACTAM,TETRACYCLINE
70;63;PEdge7063;0.56408;BETA-LACTAM,TETRACYCLINE
70;64;PEdge7064;0.38139;FOSFOMYCIN,TETRACYCLINE
70;65;PEdge7065;0.49747;BETA-LACTAM,TETRACYCLINE
70;66;PEdge7066;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;67;PEdge7067;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;68;PEdge7068;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
70;69;PEdge7069;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;1;PEdge711;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;2;PEdge712;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;3;PEdge713;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;4;PEdge714;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;5;PEdge715;0.56408;BETA-LACTAM,TETRACYCLINE
71;6;PEdge716;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;7;PEdge717;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;8;PEdge718;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;9;PEdge719;0.94388;BETA-LACTAM,TETRACYCLINE
71;10;PEdge7110;0.4842;BETA-LACTAM,TETRACYCLINE
71;11;PEdge7111;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;12;PEdge7112;0.36364;FOSFOMYCIN,TETRACYCLINE
71;13;PEdge7113;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;14;PEdge7114;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;15;PEdge7115;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;16;PEdge7116;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;17;PEdge7117;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;18;PEdge7118;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;19;PEdge7119;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;20;PEdge7120;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;21;PEdge7121;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;22;PEdge7122;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;23;PEdge7123;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;24;PEdge7124;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;25;PEdge7125;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;26;PEdge7126;0.87039;BETA-LACTAM,TETRACYCLINE
71;27;PEdge7127;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;28;PEdge7128;0.75378;BETA-LACTAM,TETRACYCLINE
71;29;PEdge7129;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;30;PEdge7130;0.56408;BETA-LACTAM,TETRACYCLINE
71;31;PEdge7131;0.58537;BETA-LACTAM,TETRACYCLINE
71;32;PEdge7132;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;33;PEdge7133;0.58537;BETA-LACTAM,TETRACYCLINE
71;34;PEdge7134;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;35;PEdge7135;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;36;PEdge7136;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;37;PEdge7137;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;38;PEdge7138;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;39;PEdge7139;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;40;PEdge7140;0.79772;BETA-LACTAM,TETRACYCLINE
71;41;PEdge7141;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;42;PEdge7142;0.56854;BETA-LACTAM,TETRACYCLINE
71;43;PEdge7143;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;44;PEdge7144;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;45;PEdge7145;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;46;PEdge7146;0.75378;BETA-LACTAM,TETRACYCLINE
71;47;PEdge7147;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;48;PEdge7148;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;49;PEdge7149;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;50;PEdge7150;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;51;PEdge7151;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;52;PEdge7152;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;53;PEdge7153;0.49747;BETA-LACTAM,TETRACYCLINE
71;54;PEdge7154;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;55;PEdge7155;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;56;PEdge7156;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;57;PEdge7157;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;58;PEdge7158;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;59;PEdge7159;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;60;PEdge7160;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;61;PEdge7161;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;62;PEdge7162;0.4842;BETA-LACTAM,TETRACYCLINE
71;63;PEdge7163;0.56408;BETA-LACTAM,TETRACYCLINE
71;64;PEdge7164;0.38139;FOSFOMYCIN,TETRACYCLINE
71;65;PEdge7165;0.49747;BETA-LACTAM,TETRACYCLINE
71;66;PEdge7166;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;67;PEdge7167;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;68;PEdge7168;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;69;PEdge7169;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
71;70;PEdge7170;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;1;PEdge721;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;2;PEdge722;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;3;PEdge723;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;4;PEdge724;1;BETA-LACTAM,BLEOMYCIN,FOSFOMYCIN,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,SPECTINOMYCIN,TETRACYCLINE
72;5;PEdge725;0.73363;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;6;PEdge726;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;7;PEdge727;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;8;PEdge728;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;9;PEdge729;0.4774;BETA-LACTAM,TETRACYCLINE
72;10;PEdge7210;0.66473;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;11;PEdge7211;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;12;PEdge7212;0.59774;FOSFOMYCIN,TETRACYCLINE
72;13;PEdge7213;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;14;PEdge7214;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;15;PEdge7215;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;16;PEdge7216;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;17;PEdge7217;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;18;PEdge7218;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;19;PEdge7219;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;20;PEdge7220;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;21;PEdge7221;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;22;PEdge7222;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;23;PEdge7223;0.57511;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,TETRACYCLINE
72;24;PEdge7224;0.76316;BETA-LACTAM,FOSFOMYCIN,QUINOLONE,TETRACYCLINE
72;25;PEdge7225;0.86625;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;26;PEdge7226;0.48425;BETA-LACTAM,MACROLIDE,TETRACYCLINE
72;27;PEdge7227;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;28;PEdge7228;0.64812;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
72;29;PEdge7229;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;30;PEdge7230;0.73363;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;31;PEdge7231;0.71902;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;32;PEdge7232;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;33;PEdge7233;0.71902;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;34;PEdge7234;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;35;PEdge7235;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;36;PEdge7236;0.77759;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;37;PEdge7237;0.8137;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,QUINOLONE,SPECTINOMYCIN,TETRACYCLINE
72;38;PEdge7238;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;39;PEdge7239;0.77759;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;40;PEdge7240;0.51875;BETA-LACTAM,MACROLIDE,SPECTINOMYCIN,TETRACYCLINE
72;41;PEdge7241;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;42;PEdge7242;0.68294;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;43;PEdge7243;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;44;PEdge7244;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;45;PEdge7245;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;46;PEdge7246;0.64812;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
72;47;PEdge7247;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;48;PEdge7248;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;49;PEdge7249;0.77759;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;50;PEdge7250;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;51;PEdge7251;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;52;PEdge7252;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;53;PEdge7253;0.68294;BETA-LACTAM,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;54;PEdge7254;0.73363;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;55;PEdge7255;0.86804;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;56;PEdge7256;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;57;PEdge7257;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;58;PEdge7258;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;59;PEdge7259;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;60;PEdge7260;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;61;PEdge7261;0.86625;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
72;62;PEdge7262;0.66473;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
72;63;PEdge7263;0.73363;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;64;PEdge7264;0.62692;FOSFOMYCIN,TETRACYCLINE
72;65;PEdge7265;0.71889;BETA-LACTAM,BLEOMYCIN,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
72;66;PEdge7266;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;67;PEdge7267;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;68;PEdge7268;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;69;PEdge7269;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;70;PEdge7270;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
72;71;PEdge7271;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;1;PEdge731;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;2;PEdge732;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;3;PEdge733;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;4;PEdge734;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;5;PEdge735;0.56408;BETA-LACTAM,TETRACYCLINE
73;6;PEdge736;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;7;PEdge737;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;8;PEdge738;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;9;PEdge739;0.94388;BETA-LACTAM,TETRACYCLINE
73;10;PEdge7310;0.4842;BETA-LACTAM,TETRACYCLINE
73;11;PEdge7311;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;12;PEdge7312;0.36364;FOSFOMYCIN,TETRACYCLINE
73;13;PEdge7313;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;14;PEdge7314;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;15;PEdge7315;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;16;PEdge7316;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;17;PEdge7317;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;18;PEdge7318;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;19;PEdge7319;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;20;PEdge7320;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;21;PEdge7321;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;22;PEdge7322;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;23;PEdge7323;0.8528;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;24;PEdge7324;0.75443;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;25;PEdge7325;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;26;PEdge7326;0.87039;BETA-LACTAM,TETRACYCLINE
73;27;PEdge7327;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;28;PEdge7328;0.75378;BETA-LACTAM,TETRACYCLINE
73;29;PEdge7329;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;30;PEdge7330;0.56408;BETA-LACTAM,TETRACYCLINE
73;31;PEdge7331;0.58537;BETA-LACTAM,TETRACYCLINE
73;32;PEdge7332;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;33;PEdge7333;0.58537;BETA-LACTAM,TETRACYCLINE
73;34;PEdge7334;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;35;PEdge7335;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;36;PEdge7336;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;37;PEdge7337;0.87753;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;38;PEdge7338;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;39;PEdge7339;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;40;PEdge7340;0.79772;BETA-LACTAM,TETRACYCLINE
73;41;PEdge7341;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;42;PEdge7342;0.56854;BETA-LACTAM,TETRACYCLINE
73;43;PEdge7343;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;44;PEdge7344;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;45;PEdge7345;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;46;PEdge7346;0.75378;BETA-LACTAM,TETRACYCLINE
73;47;PEdge7347;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;48;PEdge7348;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;49;PEdge7349;0.82784;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;50;PEdge7350;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;51;PEdge7351;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;52;PEdge7352;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;53;PEdge7353;0.49747;BETA-LACTAM,TETRACYCLINE
73;54;PEdge7354;0.96699;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;55;PEdge7355;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;56;PEdge7356;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;57;PEdge7357;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;58;PEdge7358;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;59;PEdge7359;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;60;PEdge7360;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;61;PEdge7361;0.54495;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;62;PEdge7362;0.4842;BETA-LACTAM,TETRACYCLINE
73;63;PEdge7363;0.56408;BETA-LACTAM,TETRACYCLINE
73;64;PEdge7364;0.38139;FOSFOMYCIN,TETRACYCLINE
73;65;PEdge7365;0.49747;BETA-LACTAM,TETRACYCLINE
73;66;PEdge7366;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;67;PEdge7367;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;68;PEdge7368;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;69;PEdge7369;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;70;PEdge7370;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;71;PEdge7371;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
73;72;PEdge7372;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;1;PEdge741;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;2;PEdge742;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;3;PEdge743;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;4;PEdge744;0.64372;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;5;PEdge745;0.56408;BETA-LACTAM,TETRACYCLINE
74;6;PEdge746;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;7;PEdge747;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;8;PEdge748;0.57208;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;9;PEdge749;0.94388;BETA-LACTAM,TETRACYCLINE
74;10;PEdge7410;0.4842;BETA-LACTAM,TETRACYCLINE
74;11;PEdge7411;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;12;PEdge7412;0.36364;FOSFOMYCIN,TETRACYCLINE
74;13;PEdge7413;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;14;PEdge7414;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;15;PEdge7415;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;16;PEdge7416;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;17;PEdge7417;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;18;PEdge7418;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;19;PEdge7419;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;20;PEdge7420;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
74;21;PEdge7421;1;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
